cd,name,gender,age,div,salary
15920,Williams,M,30,DE,2500
5877,Anne,F,30,DE,3000
38194,Mary,F,35,BE,4000
26677,Rose,M,35,DA,3000
23055,Anne,F,30,DE,3000
26779,Rose,M,35,DA,3000
29679,Anne,F,30,DE,3000
27723,Anne,F,30,DE,3000
32515,Rose,M,35,DA,3000
35240,Williams,M,30,DE,2500
28311,Anne,F,30,DE,3000
10847,James,M,30,FE,3500
16545,Anne,F,30,DE,3000
10678,Mary,F,35,BE,4000
22175,James,M,30,FE,3500
4372,Mary,F,35,BE,4000
20620,Mary,F,35,BE,4000
36699,Anne,F,30,DE,3000
24836,Williams,M,30,DE,2500
13133,James,M,30,FE,3500
26041,Rose,M,35,DA,3000
16869,Anne,F,30,DE,3000
19023,Anne,F,30,DE,3000
34858,Mary,F,35,BE,4000
9910,Mary,F,35,BE,4000
3564,Smith,M,40,DA,4000
38018,Williams,M,30,DE,2500
13437,Anne,F,30,DE,3000
12667,Rose,M,35,DA,3000
16146,Smith,M,40,DA,4000
4603,Rose,M,35,DA,3000
11769,Anne,F,30,DE,3000
34935,Anne,F,30,DE,3000
5164,Mary,F,35,BE,4000
39185,James,M,30,FE,3500
19008,Smith,M,40,DA,4000
36083,James,M,30,FE,3500
28792,Mary,F,35,BE,4000
25353,Anne,F,30,DE,3000
9030,Smith,M,40,DA,4000
119,James,M,30,FE,3500
37856,Williams,M,30,DE,2500
28868,Williams,M,30,DE,2500
35897,James,M,30,FE,3500
21072,Smith,M,40,DA,4000
24396,Smith,M,40,DA,4000
31944,Smith,M,40,DA,4000
35623,Rose,M,35,DA,3000
7818,Smith,M,40,DA,4000
650,Williams,M,30,DE,2500
23583,Anne,F,30,DE,3000
1675,Rose,M,35,DA,3000
4154,Williams,M,30,DE,2500
2041,Rose,M,35,DA,3000
31628,Williams,M,30,DE,2500
9692,Williams,M,30,DE,2500
2560,Mary,F,35,BE,4000
33506,Williams,M,30,DE,2500
23875,Rose,M,35,DA,3000
22795,Rose,M,35,DA,3000
24654,Smith,M,40,DA,4000
39785,James,M,30,FE,3500
24851,James,M,30,FE,3500
39175,Rose,M,35,DA,3000
29406,Smith,M,40,DA,4000
4355,James,M,30,FE,3500
1692,Smith,M,40,DA,4000
21656,Williams,M,30,DE,2500
2161,Rose,M,35,DA,3000
34198,Mary,F,35,BE,4000
30074,Williams,M,30,DE,2500
22494,Smith,M,40,DA,4000
22369,Rose,M,35,DA,3000
32929,Rose,M,35,DA,3000
20663,James,M,30,FE,3500
13263,Anne,F,30,DE,3000
22542,Smith,M,40,DA,4000
7770,Smith,M,40,DA,4000
23643,Anne,F,30,DE,3000
34815,Anne,F,30,DE,3000
34390,Mary,F,35,BE,4000
1867,Rose,M,35,DA,3000
7565,James,M,30,FE,3500
14607,Anne,F,30,DE,3000
34443,Anne,F,30,DE,3000
36145,Rose,M,35,DA,3000
9660,Smith,M,40,DA,4000
35180,Williams,M,30,DE,2500
37043,James,M,30,FE,3500
19765,Rose,M,35,DA,3000
37439,James,M,30,FE,3500
2217,Anne,F,30,DE,3000
21389,James,M,30,FE,3500
735,Anne,F,30,DE,3000
35089,Rose,M,35,DA,3000
13498,Mary,F,35,BE,4000
34647,Anne,F,30,DE,3000
9325,Rose,M,35,DA,3000
22706,Williams,M,30,DE,2500
2237,James,M,30,FE,3500
12266,Williams,M,30,DE,2500
13836,Smith,M,40,DA,4000
12100,Mary,F,35,BE,4000
36216,Smith,M,40,DA,4000
32720,Williams,M,30,DE,2500
21220,Mary,F,35,BE,4000
439,Rose,M,35,DA,3000
1262,Williams,M,30,DE,2500
32170,Mary,F,35,BE,4000
21369,Anne,F,30,DE,3000
34721,James,M,30,FE,3500
11252,Williams,M,30,DE,2500
30060,Smith,M,40,DA,4000
21311,James,M,30,FE,3500
21984,Smith,M,40,DA,4000
2228,Williams,M,30,DE,2500
2579,James,M,30,FE,3500
37512,Smith,M,40,DA,4000
39830,Williams,M,30,DE,2500
9476,Williams,M,30,DE,2500
17920,Mary,F,35,BE,4000
25492,Mary,F,35,BE,4000
4044,Smith,M,40,DA,4000
28247,James,M,30,FE,3500
24934,Mary,F,35,BE,4000
5717,James,M,30,FE,3500
9583,Rose,M,35,DA,3000
12824,Williams,M,30,DE,2500
22709,James,M,30,FE,3500
17281,Rose,M,35,DA,3000
27123,Anne,F,30,DE,3000
10026,Smith,M,40,DA,4000
18719,James,M,30,FE,3500
19134,Smith,M,40,DA,4000
38770,Mary,F,35,BE,4000
8878,Mary,F,35,BE,4000
16070,Williams,M,30,DE,2500
15148,Mary,F,35,BE,4000
35930,Williams,M,30,DE,2500
15300,Smith,M,40,DA,4000
11046,Smith,M,40,DA,4000
32870,Williams,M,30,DE,2500
9823,Rose,M,35,DA,3000
1438,Mary,F,35,BE,4000
2556,Smith,M,40,DA,4000
10247,James,M,30,FE,3500
9410,Williams,M,30,DE,2500
35213,James,M,30,FE,3500
13303,Rose,M,35,DA,3000
34614,Smith,M,40,DA,4000
15232,Mary,F,35,BE,4000
28086,Smith,M,40,DA,4000
10643,James,M,30,FE,3500
39455,James,M,30,FE,3500
25497,Anne,F,30,DE,3000
39077,James,M,30,FE,3500
27298,Mary,F,35,BE,4000
5353,Rose,M,35,DA,3000
14639,James,M,30,FE,3500
2060,Williams,M,30,DE,2500
10615,Rose,M,35,DA,3000
35379,Anne,F,30,DE,3000
12115,Rose,M,35,DA,3000
31155,Anne,F,30,DE,3000
34122,Smith,M,40,DA,4000
7530,Smith,M,40,DA,4000
16393,Rose,M,35,DA,3000
18507,Anne,F,30,DE,3000
680,Williams,M,30,DE,2500
3754,Mary,F,35,BE,4000
21769,Rose,M,35,DA,3000
20660,Williams,M,30,DE,2500
22350,Smith,M,40,DA,4000
22548,Smith,M,40,DA,4000
8158,Mary,F,35,BE,4000
23402,Williams,M,30,DE,2500
20514,Smith,M,40,DA,4000
3375,Anne,F,30,DE,3000
39028,Mary,F,35,BE,4000
25273,Rose,M,35,DA,3000
29579,James,M,30,FE,3500
34346,Williams,M,30,DE,2500
14638,Mary,F,35,BE,4000
8548,Mary,F,35,BE,4000
18953,James,M,30,FE,3500
9253,Rose,M,35,DA,3000
23720,Williams,M,30,DE,2500
4747,Rose,M,35,DA,3000
36866,Williams,M,30,DE,2500
23179,Rose,M,35,DA,3000
22067,James,M,30,FE,3500
36948,Smith,M,40,DA,4000
32527,Rose,M,35,DA,3000
18866,Williams,M,30,DE,2500
36449,James,M,30,FE,3500
32791,Rose,M,35,DA,3000
10520,Williams,M,30,DE,2500
37776,Smith,M,40,DA,4000
9735,Anne,F,30,DE,3000
10573,Rose,M,35,DA,3000
15477,Anne,F,30,DE,3000
18889,Rose,M,35,DA,3000
24636,Smith,M,40,DA,4000
12707,James,M,30,FE,3500
18363,Anne,F,30,DE,3000
36670,Mary,F,35,BE,4000
21426,Smith,M,40,DA,4000
32359,Rose,M,35,DA,3000
13516,Mary,F,35,BE,4000
6948,Smith,M,40,DA,4000
30285,Anne,F,30,DE,3000
6517,Rose,M,35,DA,3000
1751,James,M,30,FE,3500
16791,Anne,F,30,DE,3000
10247,James,M,30,FE,3500
1304,Williams,M,30,DE,2500
39332,Williams,M,30,DE,2500
5063,James,M,30,FE,3500
12420,Smith,M,40,DA,4000
15226,Mary,F,35,BE,4000
20519,James,M,30,FE,3500
39694,Mary,F,35,BE,4000
14774,Williams,M,30,DE,2500
35332,Mary,F,35,BE,4000
8212,Mary,F,35,BE,4000
37042,Mary,F,35,BE,4000
13417,Rose,M,35,DA,3000
27847,Rose,M,35,DA,3000
12012,Smith,M,40,DA,4000
39997,Rose,M,35,DA,3000
11719,Rose,M,35,DA,3000
13506,Smith,M,40,DA,4000
22748,Williams,M,30,DE,2500
17188,Mary,F,35,BE,4000
10878,Smith,M,40,DA,4000
16408,Mary,F,35,BE,4000
21160,Mary,F,35,BE,4000
29965,Rose,M,35,DA,3000
13480,Mary,F,35,BE,4000
2105,James,M,30,FE,3500
2684,Williams,M,30,DE,2500
27008,Williams,M,30,DE,2500
38931,Anne,F,30,DE,3000
34705,Rose,M,35,DA,3000
35941,Rose,M,35,DA,3000
8934,Smith,M,40,DA,4000
34862,Williams,M,30,DE,2500
34895,James,M,30,FE,3500
17967,Anne,F,30,DE,3000
34927,Rose,M,35,DA,3000
31360,Mary,F,35,BE,4000
32374,Mary,F,35,BE,4000
27725,James,M,30,FE,3500
29262,Smith,M,40,DA,4000
33529,Rose,M,35,DA,3000
29335,Rose,M,35,DA,3000
26959,Rose,M,35,DA,3000
30334,Mary,F,35,BE,4000
26937,Anne,F,30,DE,3000
25224,Smith,M,40,DA,4000
34868,Williams,M,30,DE,2500
17870,Williams,M,30,DE,2500
26573,James,M,30,FE,3500
22000,Mary,F,35,BE,4000
23627,James,M,30,FE,3500
18762,Smith,M,40,DA,4000
21581,James,M,30,FE,3500
23382,Smith,M,40,DA,4000
2781,Anne,F,30,DE,3000
6429,Anne,F,30,DE,3000
196,Mary,F,35,BE,4000
38119,Rose,M,35,DA,3000
39791,James,M,30,FE,3500
23548,Mary,F,35,BE,4000
29109,Anne,F,30,DE,3000
15660,Smith,M,40,DA,4000
7006,Mary,F,35,BE,4000
25102,Mary,F,35,BE,4000
32089,Rose,M,35,DA,3000
20306,Williams,M,30,DE,2500
18383,James,M,30,FE,3500
29127,Anne,F,30,DE,3000
21816,Smith,M,40,DA,4000
7190,Williams,M,30,DE,2500
12555,Anne,F,30,DE,3000
19924,Mary,F,35,BE,4000
16842,Smith,M,40,DA,4000
21,Anne,F,30,DE,3000
11424,Smith,M,40,DA,4000
33923,James,M,30,FE,3500
27155,James,M,30,FE,3500
1524,Smith,M,40,DA,4000
37750,Mary,F,35,BE,4000
34943,James,M,30,FE,3500
28460,Williams,M,30,DE,2500
7103,James,M,30,FE,3500
24538,Mary,F,35,BE,4000
9323,James,M,30,FE,3500
25194,Smith,M,40,DA,4000
27004,Mary,F,35,BE,4000
14307,Anne,F,30,DE,3000
3586,Mary,F,35,BE,4000
20379,Anne,F,30,DE,3000
24831,Anne,F,30,DE,3000
19878,Smith,M,40,DA,4000
30951,Anne,F,30,DE,3000
9749,James,M,30,FE,3500
23594,Williams,M,30,DE,2500
22172,Williams,M,30,DE,2500
5145,Anne,F,30,DE,3000
24292,Mary,F,35,BE,4000
33165,Anne,F,30,DE,3000
8468,Williams,M,30,DE,2500
14201,James,M,30,FE,3500
23308,Mary,F,35,BE,4000
27197,James,M,30,FE,3500
3156,Smith,M,40,DA,4000
31658,Williams,M,30,DE,2500
5207,James,M,30,FE,3500
3364,Mary,F,35,BE,4000
14909,James,M,30,FE,3500
34494,Smith,M,40,DA,4000
20152,Mary,F,35,BE,4000
13077,Anne,F,30,DE,3000
15355,Rose,M,35,DA,3000
35295,Anne,F,30,DE,3000
19971,Anne,F,30,DE,3000
27689,James,M,30,FE,3500
17206,Mary,F,35,BE,4000
2928,Smith,M,40,DA,4000
26154,Smith,M,40,DA,4000
10513,Rose,M,35,DA,3000
14309,James,M,30,FE,3500
36376,Mary,F,35,BE,4000
8224,Mary,F,35,BE,4000
165,Anne,F,30,DE,3000
39013,Rose,M,35,DA,3000
6609,Anne,F,30,DE,3000
33884,Williams,M,30,DE,2500
34927,Rose,M,35,DA,3000
39015,Anne,F,30,DE,3000
22836,Smith,M,40,DA,4000
19013,James,M,30,FE,3500
34601,James,M,30,FE,3500
38554,Mary,F,35,BE,4000
29861,James,M,30,FE,3500
23823,Anne,F,30,DE,3000
2608,Mary,F,35,BE,4000
28624,Mary,F,35,BE,4000
5782,Mary,F,35,BE,4000
34501,Rose,M,35,DA,3000
39665,James,M,30,FE,3500
28282,Mary,F,35,BE,4000
13418,Williams,M,30,DE,2500
32846,Williams,M,30,DE,2500
24604,Mary,F,35,BE,4000
14258,Williams,M,30,DE,2500
18287,James,M,30,FE,3500
10219,Rose,M,35,DA,3000
39117,Anne,F,30,DE,3000
39863,James,M,30,FE,3500
32563,Rose,M,35,DA,3000
24631,Rose,M,35,DA,3000
4225,Rose,M,35,DA,3000
36236,Williams,M,30,DE,2500
1103,James,M,30,FE,3500
20589,Anne,F,30,DE,3000
16486,Mary,F,35,BE,4000
2226,Smith,M,40,DA,4000
16784,Williams,M,30,DE,2500
5882,Williams,M,30,DE,2500
11309,James,M,30,FE,3500
2839,Rose,M,35,DA,3000
6307,Rose,M,35,DA,3000
4937,James,M,30,FE,3500
27178,Mary,F,35,BE,4000
26800,Mary,F,35,BE,4000
39233,James,M,30,FE,3500
6865,Rose,M,35,DA,3000
185,James,M,30,FE,3500
17101,Rose,M,35,DA,3000
36254,Williams,M,30,DE,2500
35565,Anne,F,30,DE,3000
5748,Smith,M,40,DA,4000
4407,Anne,F,30,DE,3000
32894,Williams,M,30,DE,2500
13951,Rose,M,35,DA,3000
25771,Rose,M,35,DA,3000
13811,James,M,30,FE,3500
1484,Williams,M,30,DE,2500
19925,James,M,30,FE,3500
25254,Smith,M,40,DA,4000
35055,Anne,F,30,DE,3000
39498,Smith,M,40,DA,4000
13885,Rose,M,35,DA,3000
35025,Anne,F,30,DE,3000
28422,Smith,M,40,DA,4000
19953,Anne,F,30,DE,3000
27685,Rose,M,35,DA,3000
37521,Anne,F,30,DE,3000
29187,Anne,F,30,DE,3000
12446,Williams,M,30,DE,2500
21044,Williams,M,30,DE,2500
21151,Rose,M,35,DA,3000
18807,Anne,F,30,DE,3000
23997,Anne,F,30,DE,3000
6013,Rose,M,35,DA,3000
26856,Smith,M,40,DA,4000
5291,James,M,30,FE,3500
2891,James,M,30,FE,3500
27601,Rose,M,35,DA,3000
35454,Smith,M,40,DA,4000
7442,Williams,M,30,DE,2500
7062,Smith,M,40,DA,4000
15004,Mary,F,35,BE,4000
8507,James,M,30,FE,3500
15321,Anne,F,30,DE,3000
26977,Rose,M,35,DA,3000
9798,Smith,M,40,DA,4000
35795,James,M,30,FE,3500
21660,Smith,M,40,DA,4000
10939,Rose,M,35,DA,3000
15230,Williams,M,30,DE,2500
9420,Smith,M,40,DA,4000
5415,Anne,F,30,DE,3000
7507,Rose,M,35,DA,3000
4061,James,M,30,FE,3500
35720,Williams,M,30,DE,2500
10875,Anne,F,30,DE,3000
13143,Anne,F,30,DE,3000
1703,James,M,30,FE,3500
30531,Anne,F,30,DE,3000
35691,Anne,F,30,DE,3000
31675,Rose,M,35,DA,3000
25138,Mary,F,35,BE,4000
26854,Mary,F,35,BE,4000
915,Anne,F,30,DE,3000
30746,Williams,M,30,DE,2500
25590,Smith,M,40,DA,4000
39575,James,M,30,FE,3500
10323,Anne,F,30,DE,3000
27732,Smith,M,40,DA,4000
21527,James,M,30,FE,3500
14604,Smith,M,40,DA,4000
33849,Anne,F,30,DE,3000
18141,Anne,F,30,DE,3000
2162,Williams,M,30,DE,2500
31881,Anne,F,30,DE,3000
6867,Anne,F,30,DE,3000
29487,Anne,F,30,DE,3000
35493,Anne,F,30,DE,3000
10325,James,M,30,FE,3500
4928,Williams,M,30,DE,2500
9931,Rose,M,35,DA,3000
14289,Anne,F,30,DE,3000
24674,Williams,M,30,DE,2500
2406,Smith,M,40,DA,4000
34712,Williams,M,30,DE,2500
18724,Mary,F,35,BE,4000
23414,Williams,M,30,DE,2500
4642,Mary,F,35,BE,4000
29331,Anne,F,30,DE,3000
7760,Williams,M,30,DE,2500
9312,Smith,M,40,DA,4000
10051,Rose,M,35,DA,3000
6398,Williams,M,30,DE,2500
9830,Williams,M,30,DE,2500
21782,Williams,M,30,DE,2500
12988,Mary,F,35,BE,4000
10004,Williams,M,30,DE,2500
6376,Mary,F,35,BE,4000
362,Williams,M,30,DE,2500
33366,Smith,M,40,DA,4000
13604,Williams,M,30,DE,2500
1594,Mary,F,35,BE,4000
7582,Mary,F,35,BE,4000
15572,Williams,M,30,DE,2500
14556,Smith,M,40,DA,4000
33476,Williams,M,30,DE,2500
8491,Rose,M,35,DA,3000
24962,Williams,M,30,DE,2500
4565,James,M,30,FE,3500
9047,James,M,30,FE,3500
611,James,M,30,FE,3500
39563,James,M,30,FE,3500
14865,Anne,F,30,DE,3000
2723,James,M,30,FE,3500
38367,Anne,F,30,DE,3000
4411,Rose,M,35,DA,3000
39953,James,M,30,FE,3500
31216,Mary,F,35,BE,4000
16600,Mary,F,35,BE,4000
5412,Smith,M,40,DA,4000
18855,Anne,F,30,DE,3000
13049,James,M,30,FE,3500
34787,James,M,30,FE,3500
18844,Mary,F,35,BE,4000
6495,Anne,F,30,DE,3000
4155,Anne,F,30,DE,3000
5805,Anne,F,30,DE,3000
25022,Williams,M,30,DE,2500
33845,James,M,30,FE,3500
21831,Anne,F,30,DE,3000
26040,Smith,M,40,DA,4000
31513,Rose,M,35,DA,3000
19180,Mary,F,35,BE,4000
27801,Anne,F,30,DE,3000
29581,Rose,M,35,DA,3000
34025,James,M,30,FE,3500
8421,Anne,F,30,DE,3000
7073,James,M,30,FE,3500
6269,James,M,30,FE,3500
26529,Anne,F,30,DE,3000
2413,Rose,M,35,DA,3000
26469,Anne,F,30,DE,3000
4755,Anne,F,30,DE,3000
26420,Williams,M,30,DE,2500
4269,Anne,F,30,DE,3000
34100,Williams,M,30,DE,2500
21935,James,M,30,FE,3500
14626,Mary,F,35,BE,4000
15052,Mary,F,35,BE,4000
16143,Anne,F,30,DE,3000
27572,Williams,M,30,DE,2500
26492,Williams,M,30,DE,2500
34474,Mary,F,35,BE,4000
2638,Mary,F,35,BE,4000
35910,Smith,M,40,DA,4000
7166,Williams,M,30,DE,2500
13330,Mary,F,35,BE,4000
15307,Rose,M,35,DA,3000
21366,Smith,M,40,DA,4000
26326,Mary,F,35,BE,4000
21919,Rose,M,35,DA,3000
30242,Williams,M,30,DE,2500
16554,Smith,M,40,DA,4000
17378,Williams,M,30,DE,2500
32099,James,M,30,FE,3500
36549,Anne,F,30,DE,3000
24654,Smith,M,40,DA,4000
4622,Williams,M,30,DE,2500
26407,Rose,M,35,DA,3000
33691,Rose,M,35,DA,3000
16608,Smith,M,40,DA,4000
9404,Williams,M,30,DE,2500
29673,Anne,F,30,DE,3000
24442,Mary,F,35,BE,4000
21231,Anne,F,30,DE,3000
7590,Smith,M,40,DA,4000
9943,Rose,M,35,DA,3000
33419,James,M,30,FE,3500
16995,Anne,F,30,DE,3000
13261,Rose,M,35,DA,3000
8538,Smith,M,40,DA,4000
5614,Mary,F,35,BE,4000
9074,Williams,M,30,DE,2500
19610,Williams,M,30,DE,2500
9895,Rose,M,35,DA,3000
6483,Anne,F,30,DE,3000
7839,Anne,F,30,DE,3000
5231,James,M,30,FE,3500
5400,Smith,M,40,DA,4000
27014,Williams,M,30,DE,2500
19635,Anne,F,30,DE,3000
7874,Williams,M,30,DE,2500
22621,Rose,M,35,DA,3000
11530,Mary,F,35,BE,4000
4505,James,M,30,FE,3500
15767,James,M,30,FE,3500
11694,Smith,M,40,DA,4000
3889,Rose,M,35,DA,3000
15028,Mary,F,35,BE,4000
9942,Smith,M,40,DA,4000
12024,Smith,M,40,DA,4000
19657,Rose,M,35,DA,3000
12817,Rose,M,35,DA,3000
8853,Anne,F,30,DE,3000
611,James,M,30,FE,3500
5068,Mary,F,35,BE,4000
4290,Smith,M,40,DA,4000
27413,James,M,30,FE,3500
200,Williams,M,30,DE,2500
4635,Anne,F,30,DE,3000
8048,Williams,M,30,DE,2500
30455,James,M,30,FE,3500
8658,Smith,M,40,DA,4000
14504,Williams,M,30,DE,2500
26897,James,M,30,FE,3500
15039,Anne,F,30,DE,3000
8865,Anne,F,30,DE,3000
24295,Rose,M,35,DA,3000
20811,Anne,F,30,DE,3000
17395,Rose,M,35,DA,3000
9418,Mary,F,35,BE,4000
12437,James,M,30,FE,3500
38323,Rose,M,35,DA,3000
11219,James,M,30,FE,3500
38276,Williams,M,30,DE,2500
5101,Rose,M,35,DA,3000
22255,Rose,M,35,DA,3000
11242,Mary,F,35,BE,4000
39142,Mary,F,35,BE,4000
15555,Anne,F,30,DE,3000
28302,Smith,M,40,DA,4000
9254,Williams,M,30,DE,2500
36061,Rose,M,35,DA,3000
37673,James,M,30,FE,3500
14784,Smith,M,40,DA,4000
535,Rose,M,35,DA,3000
20177,James,M,30,FE,3500
22590,Smith,M,40,DA,4000
8379,Anne,F,30,DE,3000
20759,James,M,30,FE,3500
31085,James,M,30,FE,3500
20243,James,M,30,FE,3500
31463,James,M,30,FE,3500
20096,Williams,M,30,DE,2500
1882,Mary,F,35,BE,4000
9371,James,M,30,FE,3500
27906,Smith,M,40,DA,4000
33610,Mary,F,35,BE,4000
33284,Williams,M,30,DE,2500
3033,Anne,F,30,DE,3000
25015,Rose,M,35,DA,3000
30756,Smith,M,40,DA,4000
20911,Rose,M,35,DA,3000
16133,James,M,30,FE,3500
50,Williams,M,30,DE,2500
32820,Smith,M,40,DA,4000
32934,Smith,M,40,DA,4000
29690,Williams,M,30,DE,2500
29568,Smith,M,40,DA,4000
33291,Anne,F,30,DE,3000
30673,Rose,M,35,DA,3000
30340,Mary,F,35,BE,4000
34094,Williams,M,30,DE,2500
572,Williams,M,30,DE,2500
25910,Williams,M,30,DE,2500
29371,Rose,M,35,DA,3000
34049,James,M,30,FE,3500
11142,Smith,M,40,DA,4000
15935,James,M,30,FE,3500
23072,Williams,M,30,DE,2500
6749,James,M,30,FE,3500
3955,Rose,M,35,DA,3000
37153,Rose,M,35,DA,3000
16596,Smith,M,40,DA,4000
27727,Rose,M,35,DA,3000
15008,Williams,M,30,DE,2500
19474,Mary,F,35,BE,4000
35150,Williams,M,30,DE,2500
24865,Rose,M,35,DA,3000
31524,Smith,M,40,DA,4000
26593,Rose,M,35,DA,3000
3428,Williams,M,30,DE,2500
25199,James,M,30,FE,3500
37354,Mary,F,35,BE,4000
33685,Rose,M,35,DA,3000
24090,Smith,M,40,DA,4000
20781,Anne,F,30,DE,3000
12380,Williams,M,30,DE,2500
28890,Smith,M,40,DA,4000
6714,Smith,M,40,DA,4000
1012,Mary,F,35,BE,4000
14963,James,M,30,FE,3500
3477,Anne,F,30,DE,3000
36561,Anne,F,30,DE,3000
21443,James,M,30,FE,3500
15346,Mary,F,35,BE,4000
1869,Anne,F,30,DE,3000
1207,Rose,M,35,DA,3000
6815,James,M,30,FE,3500
6144,Smith,M,40,DA,4000
12006,Smith,M,40,DA,4000
6843,Anne,F,30,DE,3000
15061,Rose,M,35,DA,3000
23657,James,M,30,FE,3500
8158,Mary,F,35,BE,4000
947,James,M,30,FE,3500
12173,James,M,30,FE,3500
30851,James,M,30,FE,3500
33073,Rose,M,35,DA,3000
20778,Smith,M,40,DA,4000
636,Smith,M,40,DA,4000
8122,Mary,F,35,BE,4000
190,Mary,F,35,BE,4000
16122,Smith,M,40,DA,4000
34882,Mary,F,35,BE,4000
1110,Smith,M,40,DA,4000
23596,Mary,F,35,BE,4000
13267,Rose,M,35,DA,3000
16091,James,M,30,FE,3500
30594,Smith,M,40,DA,4000
7514,Williams,M,30,DE,2500
38052,Smith,M,40,DA,4000
3983,James,M,30,FE,3500
8758,Mary,F,35,BE,4000
33609,Anne,F,30,DE,3000
13011,Anne,F,30,DE,3000
30465,Anne,F,30,DE,3000
30194,Williams,M,30,DE,2500
39086,Williams,M,30,DE,2500
8177,James,M,30,FE,3500
19963,Rose,M,35,DA,3000
9623,James,M,30,FE,3500
3147,Anne,F,30,DE,3000
4271,James,M,30,FE,3500
7092,Smith,M,40,DA,4000
24322,Mary,F,35,BE,4000
9576,Smith,M,40,DA,4000
27012,Smith,M,40,DA,4000
34290,Smith,M,40,DA,4000
23435,James,M,30,FE,3500
11566,Mary,F,35,BE,4000
31832,Williams,M,30,DE,2500
38930,Williams,M,30,DE,2500
31907,James,M,30,FE,3500
2706,Smith,M,40,DA,4000
14423,James,M,30,FE,3500
7274,Williams,M,30,DE,2500
34319,James,M,30,FE,3500
26125,Rose,M,35,DA,3000
37733,James,M,30,FE,3500
6786,Smith,M,40,DA,4000
29278,Mary,F,35,BE,4000
17190,Smith,M,40,DA,4000
17662,Mary,F,35,BE,4000
13416,Smith,M,40,DA,4000
31679,James,M,30,FE,3500
12484,Mary,F,35,BE,4000
24313,Rose,M,35,DA,3000
30999,Anne,F,30,DE,3000
38296,Mary,F,35,BE,4000
27319,Rose,M,35,DA,3000
38939,James,M,30,FE,3500
