cd,name,gender,age,div,salary
11679,Anne,F,30,DE,3000
31560,Smith,M,40,DA,4000
26058,Smith,M,40,DA,4000
5268,Smith,M,40,DA,4000
43462,Mary,F,35,BE,4000
12454,Mary,F,35,BE,4000
32774,Williams,M,30,DE,2500
31997,James,M,30,FE,3500
1801,Rose,M,35,DA,3000
29904,Smith,M,40,DA,4000
24716,Williams,M,30,DE,2500
45014,Williams,M,30,DE,2500
49686,Smith,M,40,DA,4000
27512,Williams,M,30,DE,2500
9191,James,M,30,FE,3500
43129,Rose,M,35,DA,3000
28999,Rose,M,35,DA,3000
16082,Williams,M,30,DE,2500
17593,Rose,M,35,DA,3000
35285,James,M,30,FE,3500
41372,Williams,M,30,DE,2500
16347,Anne,F,30,DE,3000
30001,Rose,M,35,DA,3000
45399,Anne,F,30,DE,3000
38595,Anne,F,30,DE,3000
22051,Rose,M,35,DA,3000
29748,Smith,M,40,DA,4000
41698,Mary,F,35,BE,4000
17887,Rose,M,35,DA,3000
24932,Williams,M,30,DE,2500
22988,Williams,M,30,DE,2500
24832,Mary,F,35,BE,4000
47183,James,M,30,FE,3500
36161,James,M,30,FE,3500
14243,James,M,30,FE,3500
36400,Mary,F,35,BE,4000
18546,Smith,M,40,DA,4000
25539,Anne,F,30,DE,3000
37458,Smith,M,40,DA,4000
45757,Rose,M,35,DA,3000
7892,Williams,M,30,DE,2500
41923,Rose,M,35,DA,3000
7752,Smith,M,40,DA,4000
41286,Smith,M,40,DA,4000
21094,Mary,F,35,BE,4000
22681,Rose,M,35,DA,3000
13676,Williams,M,30,DE,2500
151,Rose,M,35,DA,3000
17376,Smith,M,40,DA,4000
34945,Rose,M,35,DA,3000
32390,Williams,M,30,DE,2500
4551,Anne,F,30,DE,3000
19948,Mary,F,35,BE,4000
46256,Williams,M,30,DE,2500
2277,Anne,F,30,DE,3000
3749,James,M,30,FE,3500
10181,James,M,30,FE,3500
37660,Mary,F,35,BE,4000
28996,Mary,F,35,BE,4000
1571,James,M,30,FE,3500
13843,Rose,M,35,DA,3000
28344,Smith,M,40,DA,4000
29510,Williams,M,30,DE,2500
44607,Anne,F,30,DE,3000
32326,Mary,F,35,BE,4000
45769,Rose,M,35,DA,3000
38785,Rose,M,35,DA,3000
46393,Rose,M,35,DA,3000
16061,James,M,30,FE,3500
24116,Williams,M,30,DE,2500
9243,Anne,F,30,DE,3000
26434,Mary,F,35,BE,4000
3962,Williams,M,30,DE,2500
24093,Anne,F,30,DE,3000
39004,Mary,F,35,BE,4000
9244,Mary,F,35,BE,4000
11518,Mary,F,35,BE,4000
4075,Rose,M,35,DA,3000
45224,Williams,M,30,DE,2500
23401,Rose,M,35,DA,3000
34863,Anne,F,30,DE,3000
3435,Anne,F,30,DE,3000
46911,Anne,F,30,DE,3000
29132,Williams,M,30,DE,2500
39000,Smith,M,40,DA,4000
47959,Rose,M,35,DA,3000
5454,Smith,M,40,DA,4000
49712,Williams,M,30,DE,2500
33743,James,M,30,FE,3500
5185,Rose,M,35,DA,3000
38694,Smith,M,40,DA,4000
23118,Smith,M,40,DA,4000
33801,Anne,F,30,DE,3000
41446,Mary,F,35,BE,4000
8833,Rose,M,35,DA,3000
26238,Smith,M,40,DA,4000
26963,James,M,30,FE,3500
22523,James,M,30,FE,3500
46911,Anne,F,30,DE,3000
24271,Rose,M,35,DA,3000
39774,Smith,M,40,DA,4000
31588,Mary,F,35,BE,4000
21437,James,M,30,FE,3500
21455,James,M,30,FE,3500
34337,James,M,30,FE,3500
9926,Williams,M,30,DE,2500
1153,Rose,M,35,DA,3000
30755,James,M,30,FE,3500
23812,Mary,F,35,BE,4000
33938,Williams,M,30,DE,2500
3521,James,M,30,FE,3500
25095,Anne,F,30,DE,3000
4687,Rose,M,35,DA,3000
24480,Smith,M,40,DA,4000
13739,James,M,30,FE,3500
49040,Williams,M,30,DE,2500
8913,Anne,F,30,DE,3000
6162,Smith,M,40,DA,4000
30627,Anne,F,30,DE,3000
22696,Mary,F,35,BE,4000
11720,Williams,M,30,DE,2500
45901,Rose,M,35,DA,3000
21495,Anne,F,30,DE,3000
31927,Rose,M,35,DA,3000
46063,Rose,M,35,DA,3000
44190,Smith,M,40,DA,4000
1328,Williams,M,30,DE,2500
35163,Anne,F,30,DE,3000
13246,Mary,F,35,BE,4000
11521,Rose,M,35,DA,3000
27858,Smith,M,40,DA,4000
9308,Williams,M,30,DE,2500
18176,Williams,M,30,DE,2500
4320,Smith,M,40,DA,4000
45667,Rose,M,35,DA,3000
10953,Anne,F,30,DE,3000
9372,Smith,M,40,DA,4000
33125,James,M,30,FE,3500
25610,Williams,M,30,DE,2500
7994,Williams,M,30,DE,2500
9240,Smith,M,40,DA,4000
10633,Rose,M,35,DA,3000
47990,Williams,M,30,DE,2500
20901,Anne,F,30,DE,3000
3529,Rose,M,35,DA,3000
43231,Rose,M,35,DA,3000
47811,Anne,F,30,DE,3000
48229,Rose,M,35,DA,3000
23152,Mary,F,35,BE,4000
29899,Rose,M,35,DA,3000
17210,Williams,M,30,DE,2500
31446,Smith,M,40,DA,4000
2950,Mary,F,35,BE,4000
34632,Smith,M,40,DA,4000
49722,Smith,M,40,DA,4000
30675,Anne,F,30,DE,3000
33992,Williams,M,30,DE,2500
47309,James,M,30,FE,3500
28405,Rose,M,35,DA,3000
9242,Williams,M,30,DE,2500
42874,Mary,F,35,BE,4000
39632,Williams,M,30,DE,2500
19921,Rose,M,35,DA,3000
28528,Mary,F,35,BE,4000
2633,James,M,30,FE,3500
18250,Mary,F,35,BE,4000
24535,Rose,M,35,DA,3000
33473,James,M,30,FE,3500
2916,Smith,M,40,DA,4000
41572,Mary,F,35,BE,4000
45296,Williams,M,30,DE,2500
10246,Mary,F,35,BE,4000
11528,Williams,M,30,DE,2500
19017,Anne,F,30,DE,3000
33172,Mary,F,35,BE,4000
20439,Anne,F,30,DE,3000
4984,Mary,F,35,BE,4000
17431,Rose,M,35,DA,3000
18517,Rose,M,35,DA,3000
44267,James,M,30,FE,3500
47991,Anne,F,30,DE,3000
33252,Smith,M,40,DA,4000
34299,Anne,F,30,DE,3000
26486,Williams,M,30,DE,2500
21783,Anne,F,30,DE,3000
11762,Williams,M,30,DE,2500
513,Anne,F,30,DE,3000
1572,Smith,M,40,DA,4000
41145,Anne,F,30,DE,3000
6815,James,M,30,FE,3500
40258,Mary,F,35,BE,4000
29874,Smith,M,40,DA,4000
5826,Smith,M,40,DA,4000
8812,Mary,F,35,BE,4000
43720,Mary,F,35,BE,4000
45044,Williams,M,30,DE,2500
25877,James,M,30,FE,3500
12987,Anne,F,30,DE,3000
36390,Smith,M,40,DA,4000
35816,Williams,M,30,DE,2500
33118,Mary,F,35,BE,4000
42803,James,M,30,FE,3500
14203,Rose,M,35,DA,3000
15264,Smith,M,40,DA,4000
6850,Mary,F,35,BE,4000
29944,Mary,F,35,BE,4000
23748,Smith,M,40,DA,4000
35223,Anne,F,30,DE,3000
39973,Rose,M,35,DA,3000
33451,Rose,M,35,DA,3000
26584,Mary,F,35,BE,4000
5418,Smith,M,40,DA,4000
36550,Mary,F,35,BE,4000
5306,Williams,M,30,DE,2500
34504,Mary,F,35,BE,4000
46737,Anne,F,30,DE,3000
22801,Rose,M,35,DA,3000
45182,Williams,M,30,DE,2500
34508,Williams,M,30,DE,2500
35411,James,M,30,FE,3500
10298,Williams,M,30,DE,2500
27855,Anne,F,30,DE,3000
24467,James,M,30,FE,3500
18767,James,M,30,FE,3500
1072,Mary,F,35,BE,4000
42231,Anne,F,30,DE,3000
20567,James,M,30,FE,3500
8292,Smith,M,40,DA,4000
32388,Smith,M,40,DA,4000
38755,Rose,M,35,DA,3000
49159,Rose,M,35,DA,3000
40377,Anne,F,30,DE,3000
34646,Williams,M,30,DE,2500
6624,Smith,M,40,DA,4000
21836,Williams,M,30,DE,2500
25741,Rose,M,35,DA,3000
13437,Anne,F,30,DE,3000
12708,Smith,M,40,DA,4000
46402,Mary,F,35,BE,4000
27346,Mary,F,35,BE,4000
13283,James,M,30,FE,3500
3258,Smith,M,40,DA,4000
31556,Williams,M,30,DE,2500
44020,Mary,F,35,BE,4000
48746,Williams,M,30,DE,2500
10170,Smith,M,40,DA,4000
14869,Rose,M,35,DA,3000
47013,Anne,F,30,DE,3000
47444,Williams,M,30,DE,2500
43047,Anne,F,30,DE,3000
47006,Williams,M,30,DE,2500
43314,Smith,M,40,DA,4000
35515,Rose,M,35,DA,3000
11417,James,M,30,FE,3500
41758,Mary,F,35,BE,4000
17735,James,M,30,FE,3500
13986,Smith,M,40,DA,4000
16808,Williams,M,30,DE,2500
6402,Smith,M,40,DA,4000
7818,Smith,M,40,DA,4000
45444,Smith,M,40,DA,4000
24760,Mary,F,35,BE,4000
41159,James,M,30,FE,3500
32298,Smith,M,40,DA,4000
37204,Mary,F,35,BE,4000
49163,James,M,30,FE,3500
23248,Mary,F,35,BE,4000
16832,Williams,M,30,DE,2500
49637,James,M,30,FE,3500
33502,Mary,F,35,BE,4000
45070,Mary,F,35,BE,4000
39577,Rose,M,35,DA,3000
30149,James,M,30,FE,3500
30109,Rose,M,35,DA,3000
34549,Rose,M,35,DA,3000
41146,Mary,F,35,BE,4000
762,Smith,M,40,DA,4000
42383,James,M,30,FE,3500
9896,Williams,M,30,DE,2500
33226,Mary,F,35,BE,4000
44031,Anne,F,30,DE,3000
13136,Williams,M,30,DE,2500
35737,Rose,M,35,DA,3000
5602,Mary,F,35,BE,4000
6407,James,M,30,FE,3500
3181,Rose,M,35,DA,3000
46118,Williams,M,30,DE,2500
33225,Anne,F,30,DE,3000
46114,Mary,F,35,BE,4000
22928,Williams,M,30,DE,2500
13869,Anne,F,30,DE,3000
18079,Rose,M,35,DA,3000
43689,Anne,F,30,DE,3000
41191,Rose,M,35,DA,3000
27399,Anne,F,30,DE,3000
8079,Anne,F,30,DE,3000
8603,James,M,30,FE,3500
16815,Anne,F,30,DE,3000
44805,Anne,F,30,DE,3000
41520,Smith,M,40,DA,4000
7221,Anne,F,30,DE,3000
44439,Anne,F,30,DE,3000
9015,Anne,F,30,DE,3000
35968,Mary,F,35,BE,4000
43237,Rose,M,35,DA,3000
10399,Rose,M,35,DA,3000
34602,Smith,M,40,DA,4000
11506,Mary,F,35,BE,4000
18111,Anne,F,30,DE,3000
13559,James,M,30,FE,3500
31601,James,M,30,FE,3500
22280,Williams,M,30,DE,2500
25185,Anne,F,30,DE,3000
39600,Smith,M,40,DA,4000
46168,Mary,F,35,BE,4000
8346,Smith,M,40,DA,4000
22756,Mary,F,35,BE,4000
34887,Anne,F,30,DE,3000
9472,Mary,F,35,BE,4000
28453,Rose,M,35,DA,3000
209,James,M,30,FE,3500
26243,James,M,30,FE,3500
18237,Anne,F,30,DE,3000
268,Mary,F,35,BE,4000
43638,Smith,M,40,DA,4000
17615,James,M,30,FE,3500
22857,Anne,F,30,DE,3000
33363,Anne,F,30,DE,3000
25731,Anne,F,30,DE,3000
23832,Smith,M,40,DA,4000
47384,Williams,M,30,DE,2500
34624,Mary,F,35,BE,4000
39032,Williams,M,30,DE,2500
16276,Mary,F,35,BE,4000
28457,James,M,30,FE,3500
27306,Smith,M,40,DA,4000
35482,Mary,F,35,BE,4000
41434,Mary,F,35,BE,4000
36148,Mary,F,35,BE,4000
23255,James,M,30,FE,3500
44111,James,M,30,FE,3500
15713,James,M,30,FE,3500
12003,Anne,F,30,DE,3000
11521,Rose,M,35,DA,3000
38011,Rose,M,35,DA,3000
23460,Smith,M,40,DA,4000
6762,Smith,M,40,DA,4000
33863,James,M,30,FE,3500
3750,Smith,M,40,DA,4000
27149,James,M,30,FE,3500
4207,Rose,M,35,DA,3000
28016,Williams,M,30,DE,2500
8979,Anne,F,30,DE,3000
6713,James,M,30,FE,3500
36530,Williams,M,30,DE,2500
27685,Rose,M,35,DA,3000
45298,Mary,F,35,BE,4000
39370,Mary,F,35,BE,4000
29794,Mary,F,35,BE,4000
15581,James,M,30,FE,3500
19895,James,M,30,FE,3500
11218,Mary,F,35,BE,4000
41108,Williams,M,30,DE,2500
19462,Mary,F,35,BE,4000
13168,Mary,F,35,BE,4000
39565,Rose,M,35,DA,3000
41284,Mary,F,35,BE,4000
5621,James,M,30,FE,3500
44776,Mary,F,35,BE,4000
8874,Smith,M,40,DA,4000
634,Mary,F,35,BE,4000
16373,James,M,30,FE,3500
35633,James,M,30,FE,3500
47357,James,M,30,FE,3500
2330,Williams,M,30,DE,2500
7909,Rose,M,35,DA,3000
5046,Smith,M,40,DA,4000
5130,Smith,M,40,DA,4000
42967,Rose,M,35,DA,3000
7075,Rose,M,35,DA,3000
26479,Rose,M,35,DA,3000
21607,Rose,M,35,DA,3000
14007,Anne,F,30,DE,3000
48125,James,M,30,FE,3500
46986,Smith,M,40,DA,4000
45557,James,M,30,FE,3500
18395,James,M,30,FE,3500
40676,Williams,M,30,DE,2500
25144,Mary,F,35,BE,4000
11534,Williams,M,30,DE,2500
38062,Mary,F,35,BE,4000
19459,Rose,M,35,DA,3000
48131,James,M,30,FE,3500
40390,Mary,F,35,BE,4000
4114,Mary,F,35,BE,4000
30649,Rose,M,35,DA,3000
38373,Anne,F,30,DE,3000
36892,Mary,F,35,BE,4000
43612,Mary,F,35,BE,4000
32452,Mary,F,35,BE,4000
43098,Smith,M,40,DA,4000
477,Anne,F,30,DE,3000
29214,Smith,M,40,DA,4000
26485,Rose,M,35,DA,3000
43000,Mary,F,35,BE,4000
435,Anne,F,30,DE,3000
45222,Smith,M,40,DA,4000
7592,Williams,M,30,DE,2500
22043,James,M,30,FE,3500
30477,Anne,F,30,DE,3000
43697,James,M,30,FE,3500
11232,Smith,M,40,DA,4000
6864,Smith,M,40,DA,4000
13276,Mary,F,35,BE,4000
37443,Anne,F,30,DE,3000
8192,Williams,M,30,DE,2500
39122,Williams,M,30,DE,2500
2784,Smith,M,40,DA,4000
32901,Anne,F,30,DE,3000
2533,Rose,M,35,DA,3000
32121,Anne,F,30,DE,3000
9857,James,M,30,FE,3500
38217,Anne,F,30,DE,3000
1937,James,M,30,FE,3500
9994,Mary,F,35,BE,4000
12204,Smith,M,40,DA,4000
34290,Smith,M,40,DA,4000
8614,Mary,F,35,BE,4000
34518,Smith,M,40,DA,4000
3002,Williams,M,30,DE,2500
5455,Rose,M,35,DA,3000
25816,Mary,F,35,BE,4000
10184,Williams,M,30,DE,2500
2166,Smith,M,40,DA,4000
1470,Smith,M,40,DA,4000
3261,Anne,F,30,DE,3000
21496,Mary,F,35,BE,4000
12246,Smith,M,40,DA,4000
19709,James,M,30,FE,3500
24137,James,M,30,FE,3500
29985,Anne,F,30,DE,3000
27916,Mary,F,35,BE,4000
39754,Mary,F,35,BE,4000
42506,Williams,M,30,DE,2500
19137,Anne,F,30,DE,3000
20053,Rose,M,35,DA,3000
44029,Rose,M,35,DA,3000
48466,Mary,F,35,BE,4000
34109,James,M,30,FE,3500
48398,Williams,M,30,DE,2500
9965,James,M,30,FE,3500
43430,Williams,M,30,DE,2500
15658,Mary,F,35,BE,4000
9230,Williams,M,30,DE,2500
43591,Rose,M,35,DA,3000
19097,James,M,30,FE,3500
22975,Rose,M,35,DA,3000
19433,James,M,30,FE,3500
18023,James,M,30,FE,3500
17198,Williams,M,30,DE,2500
39905,James,M,30,FE,3500
20031,Anne,F,30,DE,3000
37828,Mary,F,35,BE,4000
27154,Mary,F,35,BE,4000
35375,James,M,30,FE,3500
22153,Rose,M,35,DA,3000
13636,Mary,F,35,BE,4000
38475,Anne,F,30,DE,3000
48741,Anne,F,30,DE,3000
41276,Williams,M,30,DE,2500
32258,Williams,M,30,DE,2500
34282,Mary,F,35,BE,4000
46462,Mary,F,35,BE,4000
20338,Mary,F,35,BE,4000
48483,Anne,F,30,DE,3000
14504,Williams,M,30,DE,2500
31603,Rose,M,35,DA,3000
15400,Mary,F,35,BE,4000
40788,Smith,M,40,DA,4000
16032,Smith,M,40,DA,4000
22228,Mary,F,35,BE,4000
19464,Smith,M,40,DA,4000
49736,Williams,M,30,DE,2500
13183,Rose,M,35,DA,3000
49054,Mary,F,35,BE,4000
31898,Williams,M,30,DE,2500
3623,James,M,30,FE,3500
48648,Smith,M,40,DA,4000
40167,Anne,F,30,DE,3000
40403,James,M,30,FE,3500
27876,Smith,M,40,DA,4000
49085,James,M,30,FE,3500
11408,Williams,M,30,DE,2500
4715,James,M,30,FE,3500
37329,Anne,F,30,DE,3000
26197,Rose,M,35,DA,3000
47802,Smith,M,40,DA,4000
42716,Williams,M,30,DE,2500
7311,Anne,F,30,DE,3000
36735,Anne,F,30,DE,3000
2907,Anne,F,30,DE,3000
32261,James,M,30,FE,3500
31758,Smith,M,40,DA,4000
41823,Anne,F,30,DE,3000
34250,Williams,M,30,DE,2500
14535,Anne,F,30,DE,3000
49737,Anne,F,30,DE,3000
17196,Smith,M,40,DA,4000
38780,Williams,M,30,DE,2500
6338,Williams,M,30,DE,2500
17923,Rose,M,35,DA,3000
5962,Mary,F,35,BE,4000
9452,Williams,M,30,DE,2500
38425,Rose,M,35,DA,3000
48442,Mary,F,35,BE,4000
1001,James,M,30,FE,3500
40874,Williams,M,30,DE,2500
25486,Mary,F,35,BE,4000
17120,Williams,M,30,DE,2500
45,Anne,F,30,DE,3000
28149,Anne,F,30,DE,3000
15702,Smith,M,40,DA,4000
33346,Mary,F,35,BE,4000
4268,Williams,M,30,DE,2500
38906,Williams,M,30,DE,2500
12776,Williams,M,30,DE,2500
20375,James,M,30,FE,3500
15339,Anne,F,30,DE,3000
43525,Rose,M,35,DA,3000
27163,Rose,M,35,DA,3000
12606,Smith,M,40,DA,4000
26929,Rose,M,35,DA,3000
12866,Williams,M,30,DE,2500
27877,Rose,M,35,DA,3000
31339,Rose,M,35,DA,3000
1854,Smith,M,40,DA,4000
49712,Williams,M,30,DE,2500
38267,James,M,30,FE,3500
17520,Smith,M,40,DA,4000
6696,Smith,M,40,DA,4000
21506,Williams,M,30,DE,2500
3665,James,M,30,FE,3500
20670,Smith,M,40,DA,4000
43376,Williams,M,30,DE,2500
34014,Smith,M,40,DA,4000
13070,Williams,M,30,DE,2500
43058,Williams,M,30,DE,2500
13087,Rose,M,35,DA,3000
34901,James,M,30,FE,3500
36919,Rose,M,35,DA,3000
42289,Rose,M,35,DA,3000
6489,Anne,F,30,DE,3000
36467,James,M,30,FE,3500
10838,Williams,M,30,DE,2500
36562,Mary,F,35,BE,4000
37296,Smith,M,40,DA,4000
3008,Williams,M,30,DE,2500
15884,Williams,M,30,DE,2500
130,Mary,F,35,BE,4000
28482,Smith,M,40,DA,4000
4401,Anne,F,30,DE,3000
38228,Williams,M,30,DE,2500
20432,Williams,M,30,DE,2500
16042,Mary,F,35,BE,4000
6664,Mary,F,35,BE,4000
37027,Rose,M,35,DA,3000
24758,Williams,M,30,DE,2500
13127,James,M,30,FE,3500
22158,Smith,M,40,DA,4000
717,Anne,F,30,DE,3000
7464,Smith,M,40,DA,4000
308,Williams,M,30,DE,2500
10315,Rose,M,35,DA,3000
17649,Anne,F,30,DE,3000
36920,Williams,M,30,DE,2500
39190,Mary,F,35,BE,4000
24547,Rose,M,35,DA,3000
48377,James,M,30,FE,3500
18866,Williams,M,30,DE,2500
30249,Anne,F,30,DE,3000
3900,Smith,M,40,DA,4000
19583,James,M,30,FE,3500
38930,Williams,M,30,DE,2500
21147,Anne,F,30,DE,3000
47825,James,M,30,FE,3500
18272,Williams,M,30,DE,2500
43471,Rose,M,35,DA,3000
11248,Mary,F,35,BE,4000
768,Smith,M,40,DA,4000
48799,Rose,M,35,DA,3000
14279,James,M,30,FE,3500
1059,Anne,F,30,DE,3000
1810,Mary,F,35,BE,4000
48390,Smith,M,40,DA,4000
9015,Anne,F,30,DE,3000
24653,James,M,30,FE,3500
30586,Mary,F,35,BE,4000
20067,Anne,F,30,DE,3000
7952,Williams,M,30,DE,2500
15159,Anne,F,30,DE,3000
8634,Smith,M,40,DA,4000
25339,Rose,M,35,DA,3000
10438,Mary,F,35,BE,4000
47955,Anne,F,30,DE,3000
40783,Rose,M,35,DA,3000
5354,Williams,M,30,DE,2500
12730,Mary,F,35,BE,4000
2992,Mary,F,35,BE,4000
17815,Rose,M,35,DA,3000
7948,Mary,F,35,BE,4000
37019,James,M,30,FE,3500
41313,Anne,F,30,DE,3000
44687,James,M,30,FE,3500
36033,Anne,F,30,DE,3000
35377,Rose,M,35,DA,3000
9836,Williams,M,30,DE,2500
35013,Anne,F,30,DE,3000
49100,Williams,M,30,DE,2500
42362,Williams,M,30,DE,2500
42747,Anne,F,30,DE,3000
40666,Mary,F,35,BE,4000
33344,Williams,M,30,DE,2500
37849,Rose,M,35,DA,3000
45318,Smith,M,40,DA,4000
38234,Williams,M,30,DE,2500
23347,Rose,M,35,DA,3000
4102,Mary,F,35,BE,4000
19850,Williams,M,30,DE,2500
4828,Mary,F,35,BE,4000
16917,Anne,F,30,DE,3000
42593,James,M,30,FE,3500
6359,James,M,30,FE,3500
1260,Smith,M,40,DA,4000
1193,James,M,30,FE,3500
2412,Smith,M,40,DA,4000
4922,Williams,M,30,DE,2500
27319,Rose,M,35,DA,3000
35391,Anne,F,30,DE,3000
1828,Mary,F,35,BE,4000
31149,Anne,F,30,DE,3000
44798,Williams,M,30,DE,2500
39265,Rose,M,35,DA,3000
32490,Smith,M,40,DA,4000
12505,Rose,M,35,DA,3000
3990,Smith,M,40,DA,4000
6531,Anne,F,30,DE,3000
25393,Rose,M,35,DA,3000
3177,Anne,F,30,DE,3000
30117,Anne,F,30,DE,3000
33216,Smith,M,40,DA,4000
20473,Rose,M,35,DA,3000
39745,Rose,M,35,DA,3000
8948,Williams,M,30,DE,2500
24881,James,M,30,FE,3500
13995,Anne,F,30,DE,3000
11499,Anne,F,30,DE,3000
42348,Smith,M,40,DA,4000
46150,Mary,F,35,BE,4000
43754,Williams,M,30,DE,2500
2409,Anne,F,30,DE,3000
39607,Rose,M,35,DA,3000
24654,Smith,M,40,DA,4000
26032,Mary,F,35,BE,4000
24670,Mary,F,35,BE,4000
22461,Anne,F,30,DE,3000
43184,Williams,M,30,DE,2500
10814,Williams,M,30,DE,2500
43624,Mary,F,35,BE,4000
15852,Smith,M,40,DA,4000
43707,Anne,F,30,DE,3000
6294,Smith,M,40,DA,4000
29673,Anne,F,30,DE,3000
29629,Rose,M,35,DA,3000
28235,James,M,30,FE,3500
39114,Smith,M,40,DA,4000
45051,Anne,F,30,DE,3000
18865,Rose,M,35,DA,3000
15923,James,M,30,FE,3500
